player_name,Season,Squad,Comp,MP,Gls,Ast,G+A
Evan Ferguson,2020-2021,Brighton,Jr. PL2 — Div. 1,11,3,1,4
Evan Ferguson,2021-2022,Brighton,EFL Cup,1,0,0,0
Evan Ferguson,2021-2022,Brighton,FA Cup,2,0,0,0
Evan Ferguson,2021-2022,Brighton,Jr. PL2 — Div. 1,17,8,0,8
Evan Ferguson,2021-2022,Brighton,1. Premier League,1,0,0,0
Evan Ferguson,2022-2023,Brighton,EFL Cup,2,1,1,2
Evan Ferguson,2022-2023,Brighton,FA Cup,4,3,0,3
Evan Ferguson,2022-2023,Brighton,Jr. PL2 — Div. 1,6,5,1,6
Evan Ferguson,2022-2023,Brighton,1. Premier League,19,6,2,8
Evan Ferguson,2023-2024,Brighton,2. Europa Lg,7,0,0,0
Evan Ferguson,2023-2024,Brighton,FA Cup,2,0,1,1
Evan Ferguson,2023-2024,Brighton,1. Premier League,27,6,0,6
Evan Ferguson,2024-2025,Brighton,EFL Cup,2,0,0,0
Evan Ferguson,2024-2025,West Ham,1. Premier League,7,0,0,0
Evan Ferguson,2024-2025,Brighton,1. Premier League,13,1,0,1
Jason Steele,2009-2010,Northampton,4. League Two,13,0,0,0
Jason Steele,2010-2011,Middlesbrough,2. Championship,35,0,0,0
Jason Steele,2011-2012,Middlesbrough,2. Championship,34,0,0,0
Jason Steele,2012-2013,Middlesbrough,2. Championship,46,0,0,0
Jason Steele,2013-2014,Middlesbrough,2. Championship,16,0,0,0
Jason Steele,2014-2015,Blackburn,2. Championship,31,0,0,0
Jason Steele,2014-2015,Blackburn,FA Cup,0,NA,NA,NA
Jason Steele,2015-2016,Blackburn,2. Championship,41,0,0,0
Jason Steele,2015-2016,Blackburn,FA Cup,3,0,0,0
Jason Steele,2015-2016,Blackburn,League Cup,1,0,0,0
Jason Steele,2016-2017,Blackburn,2. Championship,41,0,0,0
Jason Steele,2016-2017,Blackburn,EFL Cup,1,0,0,0
Jason Steele,2016-2017,Blackburn,FA Cup,2,0,0,0
Jason Steele,2017-2018,Sunderland,2. Championship,15,0,0,0
Jason Steele,2017-2018,Sunderland,EFL Cup,2,0,0,0
Jason Steele,2017-2018,Sunderland,FA Cup,1,0,0,0
Jason Steele,2017-2018,Sunderland,Jr. PL2 — Div. 1,1,0,0,0
Jason Steele,2018-2019,Brighton,EFL Cup,0,NA,NA,NA
Jason Steele,2018-2019,Brighton,FA Cup,1,0,0,0
Jason Steele,2018-2019,Brighton,Jr. PL2 — Div. 1,3,0,0,0
Jason Steele,2018-2019,Brighton,1. Premier League,0,NA,NA,NA
Jason Steele,2019-2020,Brighton,EFL Cup,0,NA,NA,NA
Jason Steele,2019-2020,Brighton,FA Cup,0,NA,NA,NA
Jason Steele,2019-2020,Brighton,Jr. PL2 — Div. 1,3,0,0,0
Jason Steele,2020-2021,Brighton,EFL Cup,3,0,0,0
Jason Steele,2020-2021,Brighton,FA Cup,1,0,0,0
Jason Steele,2020-2021,Brighton,1. Premier League,0,NA,NA,NA
Jason Steele,2021-2022,Brighton,EFL Cup,3,0,0,0
Jason Steele,2021-2022,Brighton,FA Cup,0,NA,NA,NA
Jason Steele,2021-2022,Brighton,1. Premier League,1,0,0,0
Jason Steele,2022-2023,Brighton,EFL Cup,3,0,0,0
Jason Steele,2022-2023,Brighton,FA Cup,3,0,0,0
Jason Steele,2022-2023,Brighton,1. Premier League,15,0,1,1
Jason Steele,2023-2024,Brighton,EFL Cup,0,NA,NA,NA
Jason Steele,2023-2024,Brighton,2. Europa Lg,5,0,0,0
Jason Steele,2023-2024,Brighton,FA Cup,1,0,0,0
Jason Steele,2023-2024,Brighton,1. Premier League,17,0,0,0
Jason Steele,2024-2025,Brighton,EFL Cup,2,0,0,0
Jason Steele,2024-2025,Brighton,FA Cup,1,0,0,0
Jason Steele,2024-2025,Brighton,Jr. PL2,1,0,0,0
Jason Steele,2024-2025,Brighton,1. Premier League,2,0,0,0
Billy Gilmour,2018-2019,Chelsea,Jr. PL2 — Div. 1,19,5,4,9
Billy Gilmour,2019-2020,Chelsea,1. Champions Lg,0,NA,NA,NA
Billy Gilmour,2019-2020,Chelsea,EFL Cup,2,0,0,0
Billy Gilmour,2019-2020,Chelsea,FA Cup,3,0,0,0
Billy Gilmour,2019-2020,Chelsea,Jr. PL2 — Div. 1,11,2,4,6
Billy Gilmour,2019-2020,Chelsea,1. Premier League,6,0,0,0
Billy Gilmour,2019-2020,Chelsea,Super Cup,0,NA,NA,NA
Billy Gilmour,2020-2021,Chelsea,1. Champions Lg,2,0,0,0
Billy Gilmour,2020-2021,Chelsea,FA Cup,4,0,0,0
Billy Gilmour,2020-2021,Chelsea,Jr. PL2 — Div. 1,2,1,0,1
Billy Gilmour,2020-2021,Chelsea,1. Premier League,5,0,0,0
Billy Gilmour,2021-2022,Norwich City,EFL Cup,2,0,0,0
Billy Gilmour,2021-2022,Norwich City,FA Cup,2,0,1,1
Billy Gilmour,2021-2022,Norwich City,1. Premier League,24,0,1,1
Billy Gilmour,2022-2023,Brighton,EFL Cup,2,0,1,1
Billy Gilmour,2022-2023,Brighton,FA Cup,1,0,0,0
Billy Gilmour,2022-2023,Chelsea,1. Premier League,0,NA,NA,NA
Billy Gilmour,2022-2023,Brighton,1. Premier League,14,0,1,1
Billy Gilmour,2023-2024,Brighton,EFL Cup,1,0,0,0
Billy Gilmour,2023-2024,Brighton,2. Europa Lg,8,0,0,0
Billy Gilmour,2023-2024,Brighton,FA Cup,2,0,1,1
Billy Gilmour,2023-2024,Brighton,1. Premier League,30,0,1,1
Billy Gilmour,2024-2025,Napoli,Coppa Italia,2,0,0,0
Billy Gilmour,2024-2025,Brighton,1. Premier League,2,0,0,0
Billy Gilmour,2024-2025,Napoli,1. Serie A,21,0,1,1
Solly March,2013-2014,Brighton,2. Championship,23,0,1,1
Solly March,2014-2015,Brighton,2. Championship,11,1,1,2
Solly March,2014-2015,Brighton,FA Cup,2,0,1,1
Solly March,2015-2016,Brighton,2. Championship,16,3,1,4
Solly March,2015-2016,Brighton,League Cup,1,0,0,0
Solly March,2016-2017,Brighton,2. Championship,25,3,2,5
Solly March,2016-2017,Brighton,FA Cup,2,0,0,0
Solly March,2017-2018,Brighton,EFL Cup,1,0,0,0
Solly March,2017-2018,Brighton,FA Cup,3,0,0,0
Solly March,2017-2018,Brighton,1. Premier League,36,1,1,2
Solly March,2018-2019,Brighton,FA Cup,2,1,0,1
Solly March,2018-2019,Brighton,1. Premier League,35,1,5,6
Solly March,2019-2020,Brighton,Jr. PL2 — Div. 1,1,0,0,0
Solly March,2019-2020,Brighton,1. Premier League,19,0,1,1
Solly March,2020-2021,Brighton,FA Cup,2,1,0,1
Solly March,2020-2021,Brighton,1. Premier League,21,2,1,3
Solly March,2021-2022,Brighton,FA Cup,2,0,0,0
Solly March,2021-2022,Brighton,1. Premier League,31,0,2,2
Solly March,2022-2023,Brighton,EFL Cup,2,0,0,0
Solly March,2022-2023,Brighton,FA Cup,4,1,1,2
Solly March,2022-2023,Brighton,1. Premier League,33,7,7,14
Solly March,2023-2024,Brighton,EFL Cup,1,0,0,0
Solly March,2023-2024,Brighton,2. Europa Lg,2,0,0,0
Solly March,2023-2024,Brighton,1. Premier League,7,3,1,4
Solly March,2024-2025,Brighton,FA Cup,2,1,1,2
Solly March,2024-2025,Brighton,Jr. PL2,1,0,0,0
Solly March,2024-2025,Brighton,1. Premier League,7,0,0,0
Eiran Cashin,2019-2020,Derby County,Jr. PL2 — Div. 1,1,0,0,0
Eiran Cashin,2020-2021,Derby County,2. Championship,0,NA,NA,NA
Eiran Cashin,2020-2021,Derby County,Jr. PL2 — Div. 1,6,0,0,0
Eiran Cashin,2021-2022,Derby County,2. Championship,18,1,0,1
Eiran Cashin,2021-2022,Derby County,FA Cup,0,NA,NA,NA
Eiran Cashin,2021-2022,Derby County,Jr. PL2 — Div. 1,13,1,1,2
Eiran Cashin,2022-2023,Derby County,EFL Cup,2,0,0,0
Eiran Cashin,2022-2023,Derby County,FA Cup,5,0,1,1
Eiran Cashin,2022-2023,Derby County,3. League One,43,1,0,1
Eiran Cashin,2023-2024,Derby County,EFL Cup,1,0,0,0
Eiran Cashin,2023-2024,Derby County,FA Cup,2,0,0,0
Eiran Cashin,2023-2024,Derby County,3. League One,44,3,1,4
Eiran Cashin,2024-2025,Derby County,2. Championship,21,1,0,1
Eiran Cashin,2024-2025,Derby County,EFL Cup,1,0,0,0
Eiran Cashin,2024-2025,Brighton,FA Cup,0,NA,NA,NA
Eiran Cashin,2024-2025,Brighton,1. Premier League,2,0,0,0
Jakub Moder,2017-2018,Lech Poznań,1. Ekstraklasa,1,0,0,0
Jakub Moder,2019-2020,Lech Poznań,1. Ekstraklasa,26,5,4,9
Jakub Moder,2020-2021,Lech Poznań,1. Ekstraklasa,14,4,2,6
Jakub Moder,2020-2021,Lech Poznań,2. Europa Lg,6,0,0,0
Jakub Moder,2020-2021,Brighton,FA Cup,1,0,0,0
Jakub Moder,2020-2021,Brighton,1. Premier League,12,0,0,0
Jakub Moder,2021-2022,Brighton,EFL Cup,2,1,0,1
Jakub Moder,2021-2022,Brighton,FA Cup,2,1,0,1
Jakub Moder,2021-2022,Brighton,1. Premier League,28,0,3,3
Jakub Moder,2023-2024,Brighton,2. Europa Lg,0,NA,NA,NA
Jakub Moder,2023-2024,Brighton,FA Cup,2,0,0,0
Jakub Moder,2023-2024,Brighton,Jr. PL2,2,0,0,0
Jakub Moder,2023-2024,Brighton,1. Premier League,17,0,0,0
Jakub Moder,2024-2025,Feyenoord,1. Champions Lg,4,1,0,1
Jakub Moder,2024-2025,Brighton,EFL Cup,2,0,0,0
Jakub Moder,2024-2025,Feyenoord,1. Eredivisie,9,3,1,4
Jakub Moder,2024-2025,Brighton,FA Cup,1,0,0,0
Jakub Moder,2024-2025,Brighton,1. Premier League,4,0,0,0
Jeremy Sarmiento,2021-2022,Brighton,EFL Cup,2,0,0,0
Jeremy Sarmiento,2021-2022,Brighton,Jr. PL2 — Div. 1,6,1,0,1
Jeremy Sarmiento,2021-2022,Brighton,1. Premier League,5,0,0,0
Jeremy Sarmiento,2022-2023,Brighton,EFL Cup,1,0,1,1
Jeremy Sarmiento,2022-2023,Brighton,FA Cup,2,0,0,0
Jeremy Sarmiento,2022-2023,Brighton,Jr. PL2 — Div. 1,1,0,0,0
Jeremy Sarmiento,2022-2023,Brighton,1. Premier League,9,0,1,1
Jeremy Sarmiento,2023-2024,West Brom,2. Championship,20,2,0,2
Jeremy Sarmiento,2023-2024,Ipswich Town,2. Championship,20,3,1,4
Jeremy Sarmiento,2023-2024,West Brom,EFL Cup,1,0,0,0
Jeremy Sarmiento,2023-2024,Ipswich Town,FA Cup,2,1,0,1
Jeremy Sarmiento,2024-2025,Burnley,2. Championship,33,2,0,2
Jeremy Sarmiento,2024-2025,Brighton,EFL Cup,1,1,0,1
Jeremy Sarmiento,2024-2025,Burnley,FA Cup,2,0,0,0
Jeremy Sarmiento,2024-2025,Brighton,1. Premier League,1,0,0,0
Valentín Barco,2021,Boca Juniors,1. Liga Argentina,3,0,0,0
Valentín Barco,2022,Boca Juniors,1. Liga Argentina,0,NA,NA,NA
Valentín Barco,2023,Boca Juniors,Copa de la Liga Profesional,9,0,2,2
Valentín Barco,2023,Boca Juniors,1. Libertadores,9,1,1,2
Valentín Barco,2023,Boca Juniors,1. Liga Argentina,11,0,1,1
Valentín Barco,2023-2024,Brighton,FA Cup,1,0,0,0
Valentín Barco,2023-2024,Brighton,1. Premier League,6,0,0,0
Valentín Barco,2024-2025,Sevilla,Copa del Rey,2,0,0,0
Valentín Barco,2024-2025,Strasbourg,Coupe de France,1,0,0,0
Valentín Barco,2024-2025,Sevilla,1. La Liga,7,0,0,0
Valentín Barco,2024-2025,Strasbourg,1. Ligue 1,10,0,2,2
Valentín Barco,2024-2025,Brighton,1. Premier League,0,NA,NA,NA
Killian Cahill,2022-2023,Brighton,Jr. PL2 — Div. 1,6,0,0,0
Killian Cahill,2023-2024,Brighton,Jr. PL2,12,0,0,0
Killian Cahill,2024-2025,Brighton,Jr. PL2,5,0,0,0
Killian Cahill,2024-2025,Brighton,1. Premier League,0,NA,NA,NA
Harry Howell,2023-2024,Brighton,Jr. PL2,1,2,0,2
Harry Howell,2024-2025,Brighton,Jr. PL2,17,8,4,12
Harry Howell,2024-2025,Brighton,1. Premier League,0,NA,NA,NA
Joe Knight,2023-2024,Brighton,Jr. PL2,8,0,0,0
Joe Knight,2024-2025,Brighton,Jr. PL2,14,0,0,0
Joe Knight,2024-2025,Brighton,1. Premier League,0,NA,NA,NA
